UrlName	Name	LastUpdated	OSType	BasedOn	Origin	Architecture	Desktop	Category	Status	Popularity	Description
asianlinux	AsianLinux	2024-02-02 02:44 UTC	Linux	fedora	India	i386	GNOME;KDE	Desktop;Server 	Discontinued (defined)	Not ranked	AsianLinux is an Indian Linux distribution which aims to promote Linux and open source. Based on Fedora Core, it comes with several enhancements, as well as additional multimedia and development tools; these include Firefox with Flash, Java Runtime, Kaffeine and Real Player plugins, various graphics manipulation applications, and CAD design software.
asianux	Asianux	2024-02-02 02:44 UTC	Linux	redhat	China;Japan;South Korea	x86_64	GNOME;KDE	Server 	Discontinued (defined)	Not ranked	Asianux is a Linux server operating system which is co-developed by Chinese Leading Linux vendor Red Flag Software Co., Ltd. and Japanese Linux vendor Miracle Linux Cooperation, aiming at the common-standard enterprise Linux platform for Enterprise systems in Asia. It provides enterprise customers with high reliability, scalability, manageability and better hardware and software compatibility. Asianux certification partner program will invite more hardware and software products to be certified on Asianux, and it will definitely help to reduce developing and certificating resources and provide Linux with high quality and low cost. Red Flag Software and Miracle will distribute and market Asianux without any modifications in each Linux distribution package in China and Japan. New products will be based on Asianux and each will be bundled with localised features in each country.
aslinux	ASLinux	2024-02-02 02:44 UTC	Linux	debian	Spain	i586	KDE	Desktop 	Discontinued (defined)	Not ranked	ASLinux is a Spanish desktop Linux distribution based on Debian.
asp	ASPLinux	2024-02-02 02:44 UTC	Linux	fedora	Russia	i386	Fluxbox;GNOME;KDE;Xfce	Desktop;Server 	Discontinued (defined)	Not ranked	ASPLinux is Russian company developing ASPLinux distribution and providing a wide range of professional services such as porting existing applications to Linux from other OS, development of embedded GNU/Linux solutions for custom hardware platforms such as consumer electronic devices, including porting GNU/Linux OS itself if needed, software development for GNU/Linux, technical support, consulting, training. In March 2001 ASPLinux and Black Cat Linux Team, developers of the popular in Russia and CIS Linux distrubution, merged. ASPLinux company headquarters are located in Moscow.
asturix	Asturix	2024-02-02 02:44 UTC	Linux	debian;ubuntu	Spain	i386;x86_64	Asturix On	Desktop;Live Medium 	Discontinued (defined)	Not ranked	Asturix is a desktop-oriented Linux distribution based on Ubuntu. Some of its features include easy-to-use design, integration of social and micro-blogging networks, integration of popular web-based applications, and ability to legally download and play music via Jamendo.com's free download service.
athena	Athena OS	2024-03-15 05:33 UTC	Linux	arch	Switzerland	x86_64	GNOME	Desktop;Forensics;Live Medium;Security 	Active	82 (129 hits per day)	Athena OS is an Arch-derived Linux distribution designed for penetration testing, bug-bounty hunting and InfoSec students. The distribution provides a way to connect directly to some of the e-learning hacking resources, such as Hack The Box, Offensive Security, PWNX and InfoSec certifications, and it provides integration with the Hack The Box hacking platform and connections to InfoSec communities. Athena OS also introduces InfoSec roles (e.g. penetration tester or open-source intelligence specialist) based on user preferences, so the user's system is populated with relevant tools only.
atmission	ATmission	2024-02-02 02:44 UTC	Linux	fedora	Netherlands	i386	IceWM;KDE	Live Medium 	Discontinued (defined)	Not ranked	ATmission is a Fedora-based Linux live CD that enables you to experiment with the Linux operating system and other open source software, without the requirement to install Linux on your PC. The ATmission Live CD contains the KDE desktop, OpenOffice.org, and many other application programs.
atomix	Atomix	2024-02-02 02:44 UTC	Linux	fedora	Serbia	i386	GNOME;KDE	Desktop;Server 	Discontinued (defined)	Not ranked	Atomix is a Serbian desktop and server oriented Linux distribution based on Fedora Core and enhanced with multimedia applications.
audiophile	Audiophile Linux	2024-02-02 02:44 UTC	Linux	arch	Ireland	x86_64	Fluxbox	Live Medium;Multimedia 	Dormant (defined)	Not ranked	Audiophile Linux is based on Arch Linux and provides a minimal graphical environment from which to play multimedia files. The distribution ships with the Fluxbox window manager, DSD support and a custom real-time Linux kernel for improved audio performance.
augustux	Augustux	2024-02-02 02:44 UTC	Linux	knoppix	Spain	i486	Fluxbox;GNOME;IceWM;KDE;WMaker;Xfce	Live Medium 	Discontinued (defined)	Not ranked	Augustux is a live Linux distribution based on Debian GNU/Linux and KNOPPIX. It has full support for the Aragonese language.
aurora	Aurora SPARC Linux	2024-02-02 02:44 UTC	Linux	fedora	USA	sparc32	GNOME;KDE	Desktop 	Discontinued (defined)	Not ranked	Aurora SPARC Linux is Red Hat-based Linux distribution ported to the Sun Microsystems' SPARC architecture. In November 2006 the distribution has become part of Fedora Secondary Architectures project.
auroraos	Aurora OS	2024-02-02 02:44 UTC	Linux	debian;ubuntu	United Kingdom	i386	GNOME	Desktop;Live Medium;Netbooks 	Discontinued (defined)	Not ranked	Aurora OS started its life as Eeebuntu, an Ubuntu-based distribution optimised for ASUS Eee PC and other popular netbooks. In June 2010, the project was renamed to Aurora OS, with a goal of becoming a more general Linux distribution for the desktop with user-friendly features.
aurox	Aurox Linux	2024-02-02 02:44 UTC	Linux	fedora	Poland	i386	GNOME;KDE	Desktop;Live Medium 	Discontinued (defined)	Not ranked	"Aurox Linux is a Linux distribution with emphasis on support for several European languages, as well as multimedia and education. It is based on Red Hat Linux - version 9.0 of Aurox Linux is fully compatible with Red Hat 9. Aurox is a completely free distribution, released under the GPL license, and available for free download via FTP. The CDs are also published with the ""Aurox Linux"" magazine available in several language versions (Polish, Czech, German, French, Spanish) in 9 countries of Europe."
backslash	BackSlash Linux	2024-02-02 02:44 UTC	Linux	debian;ubuntu	India	x86_64	KDE Plasma	Desktop;Live Medium 	Discontinued (defined)	Not ranked	BackSlash Linux is an Ubuntu-based desktop distribution featuring a custom shell running on top of the KDE Plasma desktop. BackSlash features a user interface inspired by macOS.
baltix	Baltix GNU/Linux	2024-02-02 02:44 UTC	Linux	debian;ubuntu	Lithuania	x86_64	GNOME	Desktop;Education;Live Medium 	Discontinued (defined)	Not ranked	Baltix GNU/Linux is an Ubuntu-based distribution designed primarily for Lithuanian and Latvian speakers, as well as other users from Europe's Baltic region. Besides standard software found in an Ubuntu release, Baltix also includes a variety of educational programs, games, vector graphic and diagram drawing software, WINE integration for running Windows applications, office clipart, and internationalisation features for the supported languages.
bardinux	Bardinux	2024-02-02 02:44 UTC	Linux	debian;ubuntu	Spain	i386;x86_64	KDE	Desktop;Live Medium 	Discontinued (defined)	Not ranked	Bardinux, a project of the Office of Free Software at the Universidad de La Laguna, Canary Islands, Spain, is a Kubuntu-based distribution. It follows Kubuntu's long-term support release and is designed primarily for the students of the university.
bayanihan	Bayanihan Linux	2024-02-02 02:44 UTC	Linux	debian	Philippines	i386	KDE	Desktop;Live Medium 	Discontinued (defined)	Not ranked	"Bayanihan Linux is a complete open source-based desktop solution for office and school use. It is a package that includes an operating system, a word processor, spreadsheet program, presentation software, email facility, an internet browser, and a graphics editor. This complete system is packaged in a single easy-to-install CD. The word ""Bayanihan"" relates to a Filipino tradition where people in a community help their neighbour in physically moving their house to a different place. The most recent versions of Bayanihan Linux are based on Debian GNU/Linux; previous releases (3.1 and earlier) were based on Fedora Core and Red Hat Linux."
beafanatix	BeaFanatIX	2024-02-02 02:44 UTC	Linux	knoppix	USA	i386	GNOME	Desktop;Live Medium 	Discontinued (defined)	Not ranked	BeaFanatIX is an Ubuntu-based mini live CD with utilities borrowed from KNOPPIX. It is developed by a small group of developers who have forked the successful, but discontinued BeatrIX distribution and added new features and scripts. The main purpose of BeaFanatIX is to provide a small, installable live CD, with good documentation and easy-to-use applications for a variety of desktop tasks.
beakos	BeakOS	2024-02-02 02:44 UTC	Linux	independent	Mexico	i386	GNOME;Xfce	Desktop;Live Medium;Server 	Discontinued (defined)	Not ranked	BeakOS is a Mexican Linux distribution. Built from scratch, but following closely Slackware's file system layout and package management, it offers separate editions for servers and desktops (a choice of GNOME 2 or Xfce). All products come in the form of a live CD with a text-mode hard disk installation program.
beafanatix	BeaFanatIX	2024-02-02 02:44 UTC	Linux	knoppix	USA	i386	GNOME	Desktop;Live Medium 	Discontinued (defined)	Not ranked	BeaFanatIX is an Ubuntu-based mini live CD with utilities borrowed from KNOPPIX. It is developed by a small group of developers who have forked the successful, but discontinued BeatrIX distribution and added new features and scripts. The main purpose of BeaFanatIX is to provide a small, installable live CD, with good documentation and easy-to-use applications for a variety of desktop tasks.
beafanatix	BeaFanatIX	2024-02-02 02:44 UTC	Linux	knoppix	USA	i386	GNOME	Desktop;Live Medium 	Discontinued (defined)	Not ranked	BeaFanatIX is an Ubuntu-based mini live CD with utilities borrowed from KNOPPIX. It is developed by a small group of developers who have forked the successful, but discontinued BeatrIX distribution and added new features and scripts. The main purpose of BeaFanatIX is to provide a small, installable live CD, with good documentation and easy-to-use applications for a variety of desktop tasks.
